NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
49,E172,Demir oksitler ve hidroksitler,Renklendirici,Doğal kırmızı-kahverengi renklendirici,"Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
50,E173,Alüminyum,Renklendirici,Metal (renklendirici),"Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
51,E174,Gümüş,Renklendirici,Metal (renklendirici),"Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
52,E175,Altın,Renklendirici,Metal (rrenklendirici),"Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
53,E180,Lithol Rubin BK,Renklendirici,"Kırmızı renklendirici, azo boyası","Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
54,E181,Tanenler,Renklendirici,Sarı-beyaz renklendirici ve lezzet verici,"Renklendiriciler alerjik etkilere aşırı duyarlı bireylerde direkt ilaç etkisiyle beraber ürtikerde prostaglandinler ve histamin salgılandığı düşünülmektedir. Davranış bozukluklarına sebebiyet verebileceği ve bu davranış bozukluklarının da 3-9 yaş arasındaki küçük çocuklarda görülen hiperaktiviteyle karakterize olabileceği rapor edilmiştir. Çocukların aktivite düzeylerinde ve konsantrasyonlarında olumsuz etkiler gösterebileceğini işaret etmektedir .Kullanımı yaygın olan ve çocuklarda DEHB semptomlarına neden olabileceği bildirilen başlıca renklendiriciler tartrazin, patent blue V , brilliant blue, allura red, eritrosin, sunset yellow, ponzo 4R ile karmin, karminik asit ve koşinaldir.  Renklendiriciler astım, aşırı hassasiyet, dermal döküntüler, preterm, migren, kanser, tiroid ve tümör gibi rahatsızlıklara ve kromozom deformasyonuna sebep olabilmektedir. Çalışma sonucunda gıda boyalarının hiperaktivite oluşturduğu ve doğumun birinci ayında sıçanlarda hiperaktiviteyi arttırdığı saptanmıştır. Aynı araştırıcı, dikkat eksikliği ve hiperaktivite davranışı gösteren çocukların diyetlerinden yapay boyalar kaldırıldığında çok belirgin gelişmeler olduğunu ileri sürmektedir. Yapay katkı maddelerinin davranış problemlerine yol açtığını gösteren bir başka kanıt ise; ksantan tipi boyaların vertebrasızlarda nöronların fizyolojik karekterlerini değiştirdiğidir. İlaveten bu maddeler bazı test hayvanlarında üremeyi dönüşümlü olarak inhibe edebilmektedir.",
55,E200,Sorbik asit,Koruyucular,Doğal koruyucu,"Ağırlık artışı, kolesterol artışıyla birlikte lökosit sayısında düşme, böbrekte ağırlık artışı oluşturduğu görülmüştür.  Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
56,E201,Sodyum sorbat / Sorbik asit tuzu,Koruyucular,Sentetik koruyucu,Böbrekte ağırlık artışı ve lenfosit hücrelerinde genotoksik etki oluşturduğu görülmüştür. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
57,E202,Potasyum sorbat,Koruyucular,Sentetik koruyucu,Böbrekte ağırlık artışı ve lenfosit hücrelerinde genotoksik etki oluşturduğu görülmüştür. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir,
58,E203,Kalsiyum sorbat (çıkarıldı),Koruyucular,Sentetik koruyucu,Böbrekte ağırlık artışına neden olduğu belirtilmiştir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.,
59,E210,Benzoik asit,Koruyucular,Doğal koruyucu,"Hiperaktiviteye neden olabilen bir koruyucu katkı maddesidir. Astım, deri döküntüleri, migren, baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Ayrıca östrojen hormonunu artırarak vücutta tümör oluşumuna sebebiyet vermektedir. İnsan lenfosit hücrelerinde önemli derecede DNA hasarı gözlenmiştir. Aspirin alerjisi olan kişilerin daha dikkatli olmaları gerekir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
60,E211,Sodyum benzoat / Benzoik asit sodyum Sentetik koruyucu tuzu,Koruyucular,Sentetik koruyucu,"C vitamini ile birleştiğinde kanserojen etki gösterebildiğinden eklendiği gıdayı zararlı hale getirmektedir. Çok seyrek görülmesine rağmen, küçük damarlarda nekrozla seyreden, Löko Klastik Vaskülit hastalığının da bir gıda katkı maddesi olan sodyum benzoat alımı sonrasında ortaya çıktığı da görülmüştür. Astım ataklarını arttırdığından, nörotoksin ve kanserojen etki gösterebileceğinden, fetal anormalliklere ve hiperaktiviteye neden olabileceğinden şüphe edilmektedir.Benzoatlar kronik ürtiker, astım, atopik dermatit, rinit ve anafilaksi ile ilişkili bulunmuştur. Yüksek dozların kullanılması histamin ve prostaglandin salınımına, ülserlere ve gastrik mukus salınımında değişikliklere neden olmaktadır. Bu gurubun önemli bir kısmını parabenler oluşturur. Parabenler gıda, kozmetik ve ilaçlarda koruyucu olarak kullanılırlar. Metil, etil, propil, butil paraben ve sodyum benzoat bunlara örnektirler. Dokulara yerleşen parabenler östrojen hormonlarını artırarak dengeyi bozmakta ve kanser tümörleri oluşmaktadır. DNA hasarına neden olabilir. Benzoatlar gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. Genotoksik etkiler,baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Yüksek dozlarda alınmasıyla bireyde Löko Klastik Vaskülit rahatsızlığının ortaya çıktığı anlaşılmıştır. Obezite oluşumuna karşı etkili olan leptin hormonunun salınımında azalma görülmüştür. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
61,E212,Potasyum benzoat / Benzoik asit potasyum tuzu,Koruyucular,Sentetik koruyucu,"Benzoatlar kronik ürtiker, astım, atopik dermatit, rinit ve anafilaksi ile ilişkili bulunmasına rağmen, bu bulguları destekleyen sınırlı sayıda çalışma bulunmaktadır. Yüksek dozların kullanılması histamin ve prostaglandin salınımına, ülserlere ve gastrik mukus salınımında değişikliklere neden olmaktadır. Astıma, sinirsel bozukluğa ve çocuklarda hiperaktiviteye, kurdeşene neden olabilir ve astımı ağırlaştırabilir. Bu gurubun önemli bir kısmını parabenler oluşturur. Parabenler gıda, kozmetik ve ilaçlarda koruyucu olarak kullanılırlar. Metil, etil, propil, butil paraben ve sodyum benzoat bunlara örnektirler. Dokulara yerleşen parabenler östrojen hormonlarını artırarak dengeyi bozmakta ve kanser tümörleri oluşmaktadır.  Benzoatlar gebeler üzerinde olumsuz etkilere neden olabilmektedir. Serum bilirubin değerinde düşüşe ve serum üre düzeyinde artışa sebep olur. Sonuçta, fetüsün sahip olduğu ortalama ağırlığı ve uzunluğu azalmaktadır. Genotoksik etkiler,baş ağrısı, bağırsak bozukluğu, alerji, beyinde zede, kilo kaybı, sinirsel bozukluklar, aşırı duyarlılık ve ağrı görülmüştür. Ayrıca östrojen hormonunu artırarak vücutta tümör oluşumuna sebebiyet vermektedir. Koruyucu maddeler astımı olan kişilerde istenmeyen etkilere sahiptir.",
